show_id;type;title;director;cast;country;date_added;release_year;rating;duration;listed_in;description;cover_url;imdb_id;tmdb_id;tmdb_popularity;tmdb_score;tmdb_votes
tmdb_364324;Movie;Chronicles of the Ghostly Tribe;Lu Chuan, ViVi;Yao Chen, Mark Chao, Rhydian Vaughan, Jerry Lee, Tang Yan, Li Feng, Si Ligeng, Li Jiawen, Li Shengda, Zhang Zihao;CN;2015-09-30;2015;PG-13;115 min;Adventure, Action, Thriller;In 1979, a young soldier is working in China's snowcapped mountains when an explosion reveals bizarre fossils hidden deep in the mountain caverns. What they discover next will change his life and human history forever.;https://image.tmdb.org/t/p/w500/paMpCe1sapr0dWMZtu3Pgl6UlVu.jpg;tt4819498;364324;7.941;6.065;207
tmdb_350650;Movie;Doraemon: Nobita and the Space Heroes;Yoshihiro Osugi;Wasabi Mizuta, Megumi Oohara, Yumi Kakazu, Subaru Kimura, Tomokazu Seki, Mamiko Noto, Marina Inoue, Yûji Tanaka, Yutaka Furukawa, Arisa Mizuki;JP;2015-03-07;2015;PG-13;100 min;Comedy, Animation, Family, Adventure, Science Fiction, Fantasy;One day Doraemon, Nobita, Shizuka, Gian and Suneo were shooting a film as space heroes. When they were shooting the film in the open lot a boy called Aron comes and alerts them of aliens attacking his planet. They agree to help him by turning into real superheroes, but it isn't as easy as it looks.;https://image.tmdb.org/t/p/w500/pYVJgcuCU9swa7GEujygsRdkSQd.jpg;tt4788602;350650;7.8859;6.2;84
tmdb_401204;Movie;Open Tee Bioscope;Anindya Chatterjee;Riddhi Sen, Dhee Majumder, Rwitobroto Mukherjee, Rajarshi Nag, Jishnu Banerjee, Rajatabha Dutta, Sudipta Chakraborty, Paran Banerjee, Kaushik Sen, Sohini Sarkar;IN;2015-01-16;2015;PG-13;135 min;Drama;A rusticated boy in his adolescence comes to stay with his mother in North Kolkata and encounters some new experiences during his stay. The time-line of the story is in the 90's typical Northern part of Kolkata.;https://image.tmdb.org/t/p/w500/r7cToqNkJFzd1ceNUrAXDsln7BG.jpg;tt4365506;401204;7.8792;6.9;6
tmdb_362430;Movie;Night of the Wild;Eric Red;Rob Morrow, Kelly Rutherford, Tristin Mays, Carmen Tonry, Jill Zarin, Mary Risener, Mary Katherine O'Donnell, Bo Boudreaux, Mason Guccione, Darrell Chumley;US;2015-10-03;2015;PG-13;86 min;Horror, TV Movie;A large meteor crashes into a quiet town, and pet dogs become mysteriously aggressive. attacking and killing the residents. Teenager Roslyn and her old but faithful dog Shep are out camping when the attacks hit. Now separated by the chaos in town and blocked roads, Roslyn and the other members of her family must find each other by fighting back against the blood-thirsty hounds before the dogs take over the whole town and escape becomes impossible.;https://image.tmdb.org/t/p/w500/9zQCotw8C9sCClRpKULS93dX7Is.jpg;tt4926042;362430;7.8753;3.7;38
tmdb_291549;Movie;Assassination;Choi Dong-hoon;Gianna Jun, Ha Jung-woo, Lee Jung-jae, Oh Dal-su, Cho Jin-woong, Lee Kyung-young, Choi Deok-moon, Kim Eui-sung, Park Byung-eun, Jin Kyung;KR;2015-07-22;2015;PG-13;140 min;Action, Thriller, Drama;In Japanese-occupied Korea, three freedom fighters are assigned a mission to assassinate a genocidal military leader and his top collaborator. But the plan goes completely awry amidst double-crossings, counter-assassinations, and a shocking revelation about one of the assassins' past.;https://image.tmdb.org/t/p/w500/h4waWHgfIaqcFfMQ38aKDs6Pkw3.jpg;tt3501416;291549;7.8258;7.297;263
tmdb_396158;Movie;Sometimes Pornography Star;Jang Seong-Soo;Choi Ri-ho, Choi Moon-kyoung, Park Ji-soo, Seo Gap-suk, Han Ji-eun;KR;2015-11-12;2015;PG-13;81 min;Romance, Drama;After the death of her father, a divorce  and a long period of absence and solitude, a woman is reborn obsessed by a man. Jin Hee learns that she can be satisfied by love, she want to be sure that the relationship between a man and a woman is not a one-way possession, but of consideration and delicacy.;https://image.tmdb.org/t/p/w500/zMZ4IiKAPEqNwpSw9r4oA6M3f1F.jpg;tt6072380;396158;7.7786;4.7;3
tmdb_337904;Movie;Οι Γαμπροί της Ευτυχίας;Stratos Markidis;Hrysa Ropa, Kostas Apostolakis, Kostas Evripiotis, Giannis Tsimitselis, Bessy Malfa, Katerina Geronikolou, Tasos Palatzidis, Stella Giaboura;GR;2015-01-15;2015;PG-13;99 min;Comedy;Vangelis is a traditional Cretan family man, married to Lina. Unfortunately, he can not enjoy his wife in his own house, having with them the eccentric spinster sister, Happiness.;https://image.tmdb.org/t/p/w500/bA8UbZfaTLtaA3PW5utiUlG0lXt.jpg;tt4474610;337904;7.7609;6.1;4
tmdb_397469;Movie;New Folder 2;Hwang Sang-won;Yoon Sul-hee, Lee Doo-yeon, Kim Soo-ji, Amy, Shin Hwa-chul, Yang Geun-seok;KR;2015-10-23;2015;PG-13;88 min;Drama;Ho-jae has the building, the house, the fancy car that his parents left to him to manage as they live abroad for business. Ho-Jae was born with a silver spoon in his mouth. Ho-jae who pretends to be a dutiful son in front of his parents. He enjoys casual sex with women. For Ho-jae who had been living a life all his friends were envious of, there is a sudden wrench in the works. Did he play his con too well? His mother asks his aunt to introduce him to some nice girls. A sexy aunt and a devious nephew... their dangerous cohabitation starts!;https://image.tmdb.org/t/p/w500/tAp9J9WhZSY0zGhq0D9ufk1zj9p.jpg;;397469;7.7597;5.1;5
tmdb_346646;Movie;Veteran;Ryoo Seung-wan;Hwang Jung-min, Yoo Ah-in, Yoo Hai-jin, Oh Dal-su, Jang Yoon-ju, Oh Dae-hwan, Kim Si-hoo, Jung Woong-in, Jeong Man-sik, Cheon Ho-jin;KR;2015-08-05;2015;PG-13;123 min;Action, Crime, Comedy, Thriller;When an old collaborator gets severely injured, a veteran policeman tries to figure out the way to bring to justice the ultimately suspected aggressor, a spoiled young executive, heir to a mega corporation, who believes he is above the law.;https://image.tmdb.org/t/p/w500/59KtPlcr2GQIudEA6B5KNY5NnBf.jpg;tt4768764;346646;7.7285;6.913;235
tmdb_318846;Movie;The Big Short;Adam McKay;Steve Carell, Christian Bale, Ryan Gosling, Brad Pitt, Marisa Tomei, Melissa Leo, Hamish Linklater, John Magaro, Rafe Spall, Jeremy Strong;US;2015-12-11;2015;PG-13;131 min;Comedy, Drama;The men who made millions from a global economic meltdown.;https://image.tmdb.org/t/p/w500/scVEaJEwP8zUix8vgmMoJJ9Nq0w.jpg;tt1596363;318846;7.718;7.358;9597
tmdb_345547;Movie;Cat A Wabb;Nareubadee Wetchakam, Pongsak Pongsuwan;Pimchanok Luevisadpaibul, Arak Amornsupasiri, Pongsak Pongsuwan, Choosak Iamsuk, Akarin Akaranitimaytharatt, Suttatip Wutchaipradit, Parisa Jakobsen, Tatsunobu Tanikawa, Janjira Janpitakchai, Mamu Maeda;TH;2015-03-04;2015;PG-13;114 min;Comedy, Romance;An assistant commercial director gets a big break when he has a chance to direct a commercial with a cat. But when a student trainee loses the cat, everything falls apart very quickly.;https://image.tmdb.org/t/p/w500/siaKrfv9KfNnLSXhO1ZfzoorHj3.jpg;tt4425430;345547;7.6968;5.7;7
tmdb_264660;Movie;Ex Machina;Alex Garland;Domhnall Gleeson, Alicia Vikander, Oscar Isaac, Sonoya Mizuno, Corey Johnson, Claire Selby, Symara A. Templeman, Gana Bayarsaikhan, Tiffany Pisani, Elina Alminas;GB, US;2015-01-21;2015;PG-13;108 min;Drama, Science Fiction;Caleb, a coder at the world's largest internet company, wins a competition to spend a week at a private mountain retreat belonging to Nathan, the reclusive CEO of the company. But when Caleb arrives at the remote location he finds that he will have to participate in a strange and fascinating experiment in which he must interact with the world's first true artificial intelligence, housed in the body of a beautiful robot girl.;https://image.tmdb.org/t/p/w500/dmJW8IAKHKxFNiUnoDR7JfsK7Rp.jpg;tt0470752;264660;7.6818;7.573;13958
tmdb_307081;Movie;Southpaw;Antoine Fuqua;Jake Gyllenhaal, Rachel McAdams, Forest Whitaker, Oona Laurence, 50 Cent, Skylan Brooks, Naomie Harris, Victor Ortiz, Beau Knapp, Miguel Gómez;US, CN;2015-03-24;2015;PG-13;123 min;Action, Drama;"Billy ""The Great"" Hope, the reigning junior middleweight boxing champion, has an impressive career, a loving wife and daughter, and a lavish lifestyle. However, when tragedy strikes, Billy hits rock bottom, losing his family, his house and his manager. He soon finds an unlikely savior in Tick Willis, a former fighter who trains the city's toughest amateur boxers. With his future on the line, Hope fights to reclaim the trust of those he loves the most.";https://image.tmdb.org/t/p/w500/kSQ49Fi3NVTqGGXILmxV2T2pdkG.jpg;tt1798684;307081;7.6264;7.363;5701
tmdb_356483;Movie;Unnatural;Hank Braxtan;James Remar, Sherilyn Fenn, Ron Carlson, Graham Greene, Allegra Carpenter, Ray Wise, Ivana Korab, Q'orianka Kilcher, Stephanie Hodes, Gregory Cruz;US;2015-10-16;2015;PG-13;89 min;Action, Horror, Thriller;Global climate change prompts a scientific corporation to genetically modify Alaskan polar bears with horrific and deadly results.;https://image.tmdb.org/t/p/w500/iUPOptmk5dQE8LZBhn8u9qfTwfx.jpg;tt3551400;356483;7.5572;4.1;51
tmdb_276907;Movie;Legend;Brian Helgeland;Tom Hardy, Emily Browning, Christopher Eccleston, David Thewlis, Taron Egerton, Chazz Palminteri, Colin Morgan, Paul Bettany, Tara Fitzgerald, Paul Anderson;FR, GB, US;2015-09-09;2015;PG-13;132 min;Crime, Thriller;"Suave, charming and volatile, Reggie Kray and his unstable twin brother Ronnie start to leave their mark on the London underworld in the 1960s. Using violence to get what they want, the siblings orchestrate robberies and murders while running nightclubs and protection rackets. With police Detective Leonard ""Nipper"" Read hot on their heels, the brothers continue their rapid rise to power and achieve tabloid notoriety.";https://image.tmdb.org/t/p/w500/4shf5Alq4KWCKqrAAQe0JGJHYp5.jpg;tt3569230;276907;7.5159;7.056;4161
tmdb_348892;Movie;Bajrangi Bhaijaan;Kabir Khan;Salman Khan, Harshaali Malthotra, Nawazuddin Siddiqui, Kareena Kapoor Khan, Sharat Saxena, Om Puri, Rajesh Sharma, Meher Vij, Mohommed Ali Shah, Mir Sarwar;IN;2015-07-17;2015;PG-13;159 min;Comedy, Drama, Adventure;A young mute girl from Pakistan loses herself in India with no way to head back. A devoted man with a magnanimous spirit undertakes the task to get her back to her motherland and unite her with her family.;https://image.tmdb.org/t/p/w500/6XqQ6fOkY5jWgRRMkGdKHwhTn98.jpg;tt3863552;348892;7.4619;7.8;524
tmdb_335462;Movie;Wolf Warrior;Wu Jing;Wu Jing, Scott Adkins, Yu Nan, Ni Dahong, Shi Zhaoqi, Zhou Xiaoou, Kevin Lee, Ma Dongyan, Fang Zibin, Wang Sen;CN;2015-04-02;2015;PG-13;90 min;Action, War;A Chinese special force soldier with extraordinary marksmanship is confronted by a group of deadly foreign mercenaries who are hired to assassinate him by a vicious drug lord.;https://image.tmdb.org/t/p/w500/9tGyxJcPUQclngSCcT18oEs80Yn.jpg;tt3540136;335462;7.4363;6.181;270
tmdb_299824;Movie;Mojin: The Lost Legend;Wuershan;Chen Kun, Huang Bo, Shu Qi, AngelaBaby, Xia Yu, Cherry Ngan Cheuk-Ling, Liu Xiaoqing, Jonathan Kos-Read, Wang Qing, Sandra Gumuzzio;CN;2015-12-18;2015;PG-13;127 min;Action, Adventure, Fantasy;Three tomb raiders retire from their roles and move to New York to enjoy the rest of their lives. However, they are asked to resume duty in order to find out the reason behind the loss of a loved one.;https://image.tmdb.org/t/p/w500/supoIHkh3dzDi1XmvK8tgGlkGNS.jpg;tt4276752;299824;7.3861;6.23;254
tmdb_350725;Movie;The Virgin Psychics;Sion Sono;Shota Sometani, Elaiza Ikeda, Erina Mano, Makita Sports, Motoki Fukami, Reiya Masaki, Megumi Kagurazaka, Ken Yasuda, Maryjun Takahashi, Ami Tomite;JP;2015-09-04;2015;PG-13;114 min;Comedy, Science Fiction;Shy high schooler Yoshirō and his friends mysteriously develop psychic powers, leading to chaotic and often erotic comedic situations as the  virginal ESP teens try to understand their new gifts.;https://image.tmdb.org/t/p/w500/3JBH43btcgOp283vpi9j24MJrwh.jpg;tt4473370;350725;7.3795;5.428;69
tmdb_796430;Movie;Third Eye of God;Dorjsuren Shadav;Mungunzul Amgalanbaatar, Napassakorn Mitiam, Vithaya Pansringarm, Tergel Mendbayar, Kowit Wattanakul, Saichia Wongwirot;MN, TH;2015-05-15;2015;PG-13;89 min;Mystery, Thriller, Drama;Based on a true story, this award-winning Mongolian-Thai drama tells the tale of a woman determined to help women escape her husband's human trafficking ring.;https://image.tmdb.org/t/p/w500/2wTVkm3GCYZgB0sObgJgTGWHrAB.jpg;;796430;7.377;0.0;0
tmdb_378088;Movie;The Carrier;Anthony Woodley;Jack Gordon, Edmund Kingsley, Joe Dixon, Josie Taylor, Karen Bryson, Nikolaos Brahimllari;GB;2015-07-15;2015;PG-13;90 min;Action, Thriller, Science Fiction, Drama;England has been overrun by a pandemic with no apparent cure.  As the infection continues to spread, safety - for a lucky few - looms in the form of a damaged 747 set to seek solace abroad. It's only once the plane is airborne that the survivors discover the infection made it onto the flight with them.;https://image.tmdb.org/t/p/w500/w3JG5HtOaF2p8mlBHkTgGWfaXyQ.jpg;tt3163224;378088;7.3484;4.0;25
tmdb_370471;Movie;Cairo Time;Amir Ramses;Nour El-Sherif, Mervat Amin, Samir Sabri, Sherif Ramzy, Ayten Amer, Karim Kassem, Dorra Zarrouk, Kinda Alloush, Abed Anany, Bayoumi Fouad;;2015-01-22;2015;PG-13;110 min;;Three stories take place over the course of a single day in Cairo. Lila, a retired actress, is looking for Sameh, her last co-star. Salma, is dating Wael and is in Wael's friend's apartment, after their marriage breaks down. Hazem is a young drug dealer on the run from Alexandria to Cairo and picks up an old man with Alzheimer's disease. The six characters find themselves at decisive points of their lives, which although disparate, are brought together by destiny, and are brought out through pitch-perfect performances by Egyptian cinema's legends.;https://image.tmdb.org/t/p/w500/bRDfPJv9L8OjxXUdneO4r2Ablti.jpg;tt4370382;370471;7.3442;6.929;7
tmdb_334376;Movie;Ghost in the Shell: The New Movie;Kazuya Nomura, Kazuchika Kise;Maaya Sakamoto, Ikkyu Juku, Kenichirou Matsuda, Tarusuke Shingaki, Shunsuke Sakuya, Takuro Nakakuni, Yoji Ueda, Kazuya Nakai, Miyuki Sawashiro, Mayumi Asano;JP;2015-06-20;2015;PG-13;100 min;Science Fiction, Animation;When a ghost-infecting virus known as Fire-Starter begins spreading through the system resulting in the assassination of the Japanese Prime Minister, Major Motoko Kusanagi and her elite team of special operatives are called in to track down its source.;https://image.tmdb.org/t/p/w500/eLd31emY3jann7JV0AkSPJ06Xep.jpg;tt4337072;334376;7.2959;6.598;214
tmdb_314388;Movie;Mountains May Depart;Jia Zhangke;Zhao Tao, Zhang Yi, Liang Jingdong, Dong Zijian, Sylvia Chang, Rong Zishan, Liu Lu, Zhubin Li, Liu Min;CN, FR, JP;2015-10-30;2015;PG-13;127 min;Romance, Drama;The life of Tao, and those close to her, is explored in three different time periods: 1999, 2014, and 2025.;https://image.tmdb.org/t/p/w500/zMg4uP2Ev8lIZr1kOvHrPOM8teA.jpg;tt3740778;314388;7.2931;6.936;241
tmdb_345235;Movie;Monk Comes Down the Mountain;Chen Kaige;Wang Baoqiang, Li Xuejian, Fan Wei, Lin Chi-Ling, Vanness Wu, Danny Chan Kwok-Kwan, Wang Xueqi, Aaron Kwok, Dong Qi, Tian Zhuangzhuang;CN;2015-07-03;2015;PG-13;113 min;Action;A monk leaves his monastery and ventures out into the real world for the first time in his life, and ends up in an adventure with a kung-fu master who is guarding a special artifact.;https://image.tmdb.org/t/p/w500/eS2wMBnOCBUB3g58andUYIVkICF.jpg;tt3594826;345235;7.2894;5.075;106
tmdb_254470;Movie;Pitch Perfect 2;Elizabeth Banks;Anna Kendrick, Brittany Snow, Hailee Steinfeld, Rebel Wilson, Ester Dean, Adam Devine, Skylar Astin, Hana Mae Lee, Elizabeth Banks, Ben Platt;US;2015-05-07;2015;PG-13;115 min;Comedy, Music;The Bellas are back, and they are better than ever. After being humiliated in front of none other than the President of the United States of America, the Bellas are taken out of the Aca-Circuit. In order to clear their name, and regain their status, the Bellas take on a seemingly impossible task: winning an international competition no American team has ever won. In order to accomplish this monumental task, they need to strengthen the bonds of friendship and sisterhood and blow away the competition with their amazing aca-magic! With all new friends and old rivals tagging along for the trip, the Bellas can hopefully accomplish their dreams.;https://image.tmdb.org/t/p/w500/oFBQUufCV4c8WZoNhtGM17p884H.jpg;tt2848292;254470;7.277;6.843;5449
tmdb_334030;Movie;Forget Me Not;Kei Horie;Nijiro Murakami, Akari Hayami, Yoshikazu Nishikawa, Yutaro Watanabe, Hikaru Osawa, Chiharu, Reina Ikehata, Mickey Curtis, Shigenori Yamazaki, Satoshi Nikaido;JP;2015-03-28;2015;PG-13;94 min;Drama, Romance, Fantasy;"Takashi Hayama is a third year high school student. He falls in love with Azusa Oribe at first sight and they begin to date.  One day, Azusa tells Takashi ""people who meet me, forget about me several hours later.""  Takashi doesn't believe Azusa, but by chance he realizes that he forgot about Azusa. So he won't forget Azusa, Takashi begins to leave a note for himself and Azusa.";https://image.tmdb.org/t/p/w500/s80LGHpj1hNlLW9WMjAROhdL6Lu.jpg;tt4192636;334030;7.2587;6.3;23
tmdb_367005;Movie;Préhistoric Cabaret;Bertrand Mandico;Elina Löwensohn, Katrín Ólafsdóttir, Floki Molina, Kjuregej Alexandra Argunova, Hannes J.S. Sigurðsson, Enrico Fiocco, Einar Erlendsson, Magnús Ólafsson;FR, IS;2015-09-02;2015;PG-13;10 min;Mystery;In Arnarstapi (Iceland), during a cabaret number, a mistress of ceremonies proposes to us a journey into the center of her organs to go and meet the original being. During the journey, the public enters into a trance to reach the ecstasy.;https://image.tmdb.org/t/p/w500/cy7DRbjnTsbiWniTuqZXdHM0eov.jpg;tt3622108;367005;7.2538;4.405;21
